Total unique VLESS: 465
Network matches: 3
gRPC Reality: 21
Vision Reality: 163

Known working IPs:
  185.141.227.178
  81.163.22.35
  5.188.115.5

TOP 100:
 187 | 185.141.227.153:9001 | IP=185.141.227.153 | SNI=api-maps.yandex.ru | type=grpc | flow=- | SAME-/24,REALITY,gRPC
 182 | 185.141.227.150:9002 | IP=185.141.227.150 | SNI=api-maps.yandex.ru | type=grpc | flow=- | SAME-/24,REALITY,gRPC
 182 | 185.141.227.150:9002 | IP=185.141.227.150 | SNI=api-maps.yandex.ru | type=grpc | flow=- | SAME-/24,REALITY,gRPC
 147 | 95.85.224.51:443 | IP=95.85.224.51 | SNI=max.ru | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443,SNI-MAX
 137 | 146.255.188.164:443 | IP=146.255.188.164 | SNI=ads.x5.ru | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443,KNOWN-SNI
 127 | 144.31.213.188:443 | IP=144.31.213.188 | SNI=eu-west.cendora.ru | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 78.159.131.235:443 | IP=78.159.131.235 | SNI=yahoo.com | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 178.162.253.64:443 | IP=178.162.253.64 | SNI=de.servers.gracevpnbuy.com | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 144.31.166.71:443 | IP=144.31.166.71 | SNI=eu-central.cendora.ru | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 195.184.247.220:443 | IP=195.184.247.220 | SNI=savesafe.co | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 195.184.247.224:443 | IP=195.184.247.224 | SNI=savesafe.co | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 195.184.247.225:443 | IP=195.184.247.225 | SNI=savesafe.co | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 144.31.125.60:443 | IP=144.31.125.60 | SNI=www.intel.com | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 195.184.247.223:443 | IP=195.184.247.223 | SNI=savesafe.co | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 85.155.226.108:443 | IP=85.155.226.108 | SNI=getsavesafe.net | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 85.155.226.140:443 | IP=85.155.226.140 | SNI=getsavesafe.net | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | staging.lastilhame.monster:443 | IP=107.181.151.241 | SNI=www.microsoft.com | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | server.slavkiti.monster:443 | IP=107.181.151.39 | SNI=www.techradar.com | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | 94.183.157.249:443 | IP=94.183.157.249 | SNI=eu-central.cendora.ru | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
 127 | pl1.nihaovpn.ru:443 | IP=178.17.59.95,150.241.93.96 | SNI=pl1.nihaovpn.ru | type=tcp | flow=xtls-rprx-vision | REALITY,TCP/RAW,VISION,PORT-443
